sales_genre.genre,sales_genre.global_sales,sales_genre.critic_score
Platform,0.33,78
Sports,0.33,75
Role-Playing,0.33,87
Action,0.33,44
Adventure,0.33,64
Misc,0.33,51
Fighting,0.33,76
Simulation,0.33,73
Action,0.33,69
Role-Playing,0.33,65
Platform,0.33,91
Shooter,0.33,84
Racing,0.33,82
Fighting,0.33,79
Platform,0.33,75
Shooter,0.33,63
Action,0.33,68
Puzzle,0.33,80
Action,0.33,62
Action,0.33,62
Sports,0.33,77
Shooter,0.33,52
Action,0.33,58
Fighting,0.33,59
Action,0.33,67
Sports,0.33,70
Fighting,0.33,80
Sports,0.33,79
Sports,0.33,78
Platform,0.33,74
Fighting,0.33,83
Racing,0.33,82
Action,0.33,59
Puzzle,0.33,86
Action,0.33,78
Sports,0.33,60
Role-Playing,0.33,84
Adventure,0.33,69
Role-Playing,0.33,75
Shooter,0.33,76
Fighting,0.33,61
Action,0.33,54
Role-Playing,0.33,84
Fighting,0.33,66
Role-Playing,0.33,74
Action,0.33,47
Platform,0.33,74
Sports,0.33,83
Platform,0.33,62
Misc,0.33,75
Sports,0.33,69
Misc,0.33,55
Action,0.33,55
Sports,0.33,88
Sports,0.33,74
Misc,0.33,80
Action,0.33,66
Action,0.33,63
Misc,0.33,65
Racing,0.33,70
Action,0.33,72
Sports,0.33,76
Puzzle,0.33,74
Sports,0.33,26
Sports,0.33,71
Action,0.33,45
Sports,0.33,60
Role-Playing,0.32,86
Action,0.32,65
Adventure,0.32,65
Action,0.32,41
Shooter,0.32,69
Sports,0.32,75
Strategy,0.32,76
Action,0.32,75
Misc,0.32,75
Misc,0.32,80
Misc,0.32,66
Action,0.32,44
Shooter,0.32,87
Racing,0.32,77
Misc,0.32,66
Sports,0.32,89
Role-Playing,0.32,50
Action,0.32,72
Action,0.32,68
Action,0.32,72
Fighting,0.32,67
Role-Playing,0.32,79
Simulation,0.32,82
Fighting,0.32,76
Role-Playing,0.32,85
Action,0.32,75
Simulation,0.32,74
Action,0.32,91
Strategy,0.32,67
Shooter,0.32,74
Sports,0.32,75
Puzzle,0.32,73
Action,0.32,92
Action,0.32,43
Simulation,0.32,79
Role-Playing,0.32,88
Misc,0.32,81
Fighting,0.32,58
Sports,0.32,63
Action,0.32,64
Sports,0.32,85
Shooter,0.32,67
Action,0.32,45
Racing,0.32,55
Platform,0.32,59
Action,0.32,70
Shooter,0.32,76
Misc,0.32,82
Shooter,0.32,49
Misc,0.32,76
Fighting,0.32,68
Sports,0.32,78
Shooter,0.32,79
Sports,0.32,70
Role-Playing,0.32,75
Action,0.32,59
Shooter,0.32,79
Sports,0.32,87
Misc,0.32,60
Sports,0.32,72
Sports,0.32,74
Sports,0.32,63
Sports,0.32,55
Racing,0.32,82
Fighting,0.32,58
Sports,0.32,63
Strategy,0.32,81
Racing,0.32,64
Shooter,0.32,63
Strategy,0.32,72
Role-Playing,0.32,75
Adventure,0.32,52
Misc,0.32,87
Role-Playing,0.32,53
Action,0.32,63
Fighting,0.32,82
Action,0.32,71
Adventure,0.32,80
Action,0.32,65
Sports,0.32,50
Racing,0.32,61
Action,0.32,72
Action,0.31,57
Fighting,0.31,85
Sports,0.31,77
Racing,0.31,70
Role-Playing,0.31,77
Action,0.31,74
Action,0.31,64
Misc,0.31,58
Sports,0.31,70
Sports,0.31,72
Sports,0.31,59
Role-Playing,0.31,73
Role-Playing,0.31,58
Role-Playing,0.31,61
Adventure,0.31,82
Action,0.31,73
Misc,0.31,63
Puzzle,0.31,49
Action,0.31,78
Action,0.31,68
Role-Playing,0.31,79
Action,0.31,32
Strategy,0.31,79
Racing,0.31,82
Platform,0.31,62
Racing,0.31,66
Simulation,0.31,76
Action,0.31,26
Shooter,0.31,85
Adventure,0.31,65
Action,0.31,81
Puzzle,0.31,60
Action,0.31,59
Action,0.31,69
Platform,0.31,79
Shooter,0.31,81
Action,0.31,41
Action,0.31,81
Sports,0.31,67
Role-Playing,0.31,73
Simulation,0.31,58
Sports,0.31,71
Sports,0.31,73
Misc,0.31,74
Action,0.31,46
Racing,0.31,85
Platform,0.31,78
Sports,0.31,82
Racing,0.31,73
Sports,0.31,52
Action,0.31,49
Misc,0.31,26
Action,0.31,58
Fighting,0.31,32
Platform,0.31,66
Fighting,0.31,54
Action,0.31,59
Role-Playing,0.31,54
Sports,0.31,73
Action,0.3,73
Action,0.3,62
Racing,0.3,76
Racing,0.3,27
Shooter,0.3,83
Platform,0.3,72
Action,0.3,66
Racing,0.3,62
Fighting,0.3,83
Role-Playing,0.3,81
Misc,0.3,68
Misc,0.3,78
Racing,0.3,78
Platform,0.3,59
Action,0.3,65
Adventure,0.3,36
Adventure,0.3,61
Fighting,0.3,81
Action,0.3,75
Adventure,0.3,62
Racing,0.3,53
Fighting,0.3,77
Action,0.3,53
Role-Playing,0.3,69
Action,0.3,66
Strategy,0.3,77
Racing,0.3,79
Racing,0.3,48
Role-Playing,0.3,63
Fighting,0.3,61
Adventure,0.3,45
Platform,0.3,90
Action,0.3,46
Sports,0.3,63
Action,0.3,74
Sports,0.3,82
Shooter,0.3,77
Fighting,0.3,73
Role-Playing,0.3,62
Action,0.3,76
Action,0.3,60
Action,0.3,73
Simulation,0.3,65
Fighting,0.3,55
Role-Playing,0.3,67
Strategy,0.3,74
Simulation,0.3,68
Platform,0.3,46
Simulation,0.3,64
Fighting,0.3,49
Action,0.3,69
Sports,0.3,77
Action,0.3,56
Misc,0.3,72
Simulation,0.3,79
Action,0.3,76
Platform,0.3,57
Platform,0.3,52
Sports,0.3,48
Action,0.3,70
Role-Playing,0.29,85
Action,0.29,70
Action,0.29,68
Role-Playing,0.29,71
Sports,0.29,72
Action,0.29,60
Misc,0.29,57
Action,0.29,74
Simulation,0.29,90
Racing,0.29,77
Misc,0.29,74
Sports,0.29,72
Action,0.29,67
Action,0.29,73
Adventure,0.29,67
Sports,0.29,88
Action,0.29,59
Shooter,0.29,66
Shooter,0.29,87
Role-Playing,0.29,69
Action,0.29,61
Racing,0.29,62
Sports,0.29,64
Sports,0.29,60
Racing,0.29,82
Shooter,0.29,58
Fighting,0.29,80
Strategy,0.29,87
Action,0.29,64
Role-Playing,0.29,67
Strategy,0.29,60
Shooter,0.29,72
Action,0.29,60
Sports,0.29,72
Shooter,0.29,61
Platform,0.29,68
Shooter,0.29,82
Racing,0.29,58
Racing,0.29,74
Misc,0.29,69
Simulation,0.29,43
Simulation,0.29,69
Simulation,0.29,76
Action,0.29,70
Role-Playing,0.29,74
Adventure,0.29,70
Role-Playing,0.29,84
Shooter,0.29,75
Sports,0.29,76
Simulation,0.29,77
Action,0.29,77
Role-Playing,0.29,65
Action,0.29,68
Simulation,0.29,71
Sports,0.29,68
Shooter,0.29,43
Action,0.29,47
Misc,0.29,30
Sports,0.29,83
Role-Playing,0.29,81
Strategy,0.29,79
Shooter,0.29,45
Strategy,0.29,49
Action,0.29,76
Simulation,0.29,84
Puzzle,0.29,71
Sports,0.29,60
Racing,0.29,71
Role-Playing,0.29,80
Action,0.29,65
Platform,0.29,76
Action,0.29,56
Puzzle,0.29,75
Shooter,0.29,84
Puzzle,0.29,70
Action,0.29,61
Platform,0.29,62
Racing,0.29,59
Shooter,0.29,80
Sports,0.29,80
Adventure,0.29,72
Action,0.29,86
Platform,0.29,72
Role-Playing,0.29,76
Action,0.28,50
Racing,0.28,48
Misc,0.28,75
Sports,0.28,70
Action,0.28,69
Sports,0.28,82
Action,0.28,85
Role-Playing,0.28,73
Fighting,0.28,72
Platform,0.28,69
Sports,0.28,58
Action,0.28,61
Racing,0.28,66
Action,0.28,40
Racing,0.28,70
Misc,0.28,73
Fighting,0.28,58
Role-Playing,0.28,92
Action,0.28,54
Action,0.28,90
Shooter,0.28,76
Role-Playing,0.28,61
Action,0.28,58
Action,0.28,59
Simulation,0.28,71
Action,0.28,56
Shooter,0.28,85
Fighting,0.28,68
Action,0.28,57
Action,0.28,58
Adventure,0.28,52
Puzzle,0.28,75
Shooter,0.28,69
Action,0.28,59
Sports,0.28,56
Action,0.28,69
Shooter,0.28,70
Platform,0.28,64
Sports,0.28,82
Platform,0.28,58
Racing,0.28,69
Platform,0.28,76
Fighting,0.28,46
Action,0.28,68
Misc,0.28,50
Fighting,0.28,84
Shooter,0.28,60
Role-Playing,0.28,71
Sports,0.28,76
Action,0.28,78
Sports,0.28,56
Sports,0.28,80
Action,0.28,71
Action,0.28,70
Action,0.28,65
Action,0.28,84
Action,0.28,71
Sports,0.28,57
Sports,0.28,82
Platform,0.28,70
Misc,0.28,66
Misc,0.28,54
Misc,0.28,66
Action,0.28,61
Sports,0.28,54
Shooter,0.28,65
Sports,0.28,55
Platform,0.28,71
Fighting,0.28,89
Action,0.28,55
Strategy,0.28,59
Sports,0.28,78
Action,0.28,71
Action,0.28,60
Sports,0.28,65
Sports,0.28,55
Adventure,0.28,56
Platform,0.28,91
Adventure,0.28,57
Role-Playing,0.28,80
Shooter,0.28,58
Misc,0.27,74
Action,0.27,75
Sports,0.27,65
Fighting,0.27,65
Misc,0.27,59
Fighting,0.27,66
Platform,0.27,71
Racing,0.27,69
Action,0.27,78
Sports,0.27,79
Racing,0.27,78
Adventure,0.27,51
Action,0.27,64
Sports,0.27,67
Action,0.27,68
Misc,0.27,38
Action,0.27,72
Simulation,0.27,41
Sports,0.27,61
Racing,0.27,81
Sports,0.27,57
Role-Playing,0.27,80
Action,0.27,41
Role-Playing,0.27,78
Action,0.27,65
Racing,0.27,78
Action,0.27,81
Simulation,0.27,57
Racing,0.27,87
Puzzle,0.27,71
Racing,0.27,64
Misc,0.27,60
Platform,0.27,49
Racing,0.27,62
Platform,0.27,67
Sports,0.27,79
Strategy,0.27,81
Platform,0.27,69
Fighting,0.27,73
Role-Playing,0.27,67
Racing,0.27,79
Shooter,0.27,70
Action,0.27,60
Shooter,0.27,76
Sports,0.27,89
Action,0.27,69
Role-Playing,0.27,69
Sports,0.27,78
Action,0.27,75
Racing,0.27,62
Action,0.27,61
Action,0.27,41
Racing,0.27,71
Shooter,0.27,75
Sports,0.27,62
Action,0.27,62
Sports,0.27,71
Racing,0.27,77
Action,0.27,68
Action,0.27,77
Strategy,0.27,76
Misc,0.27,42
Sports,0.27,84
Racing,0.27,84
Sports,0.27,68
Shooter,0.27,56
Action,0.27,65
Simulation,0.27,66
Action,0.27,69
Strategy,0.27,78
Sports,0.27,79
Simulation,0.27,75
Sports,0.27,71
Sports,0.27,78
Fighting,0.27,52
Strategy,0.27,78
Strategy,0.27,66
Puzzle,0.27,71
Action,0.27,56
Sports,0.27,41
Misc,0.27,58
Sports,0.27,63
Shooter,0.27,47
Misc,0.27,59
Racing,0.27,45
Shooter,0.27,69
Sports,0.27,87
Misc,0.26,46
Action,0.26,40
Sports,0.26,75
Simulation,0.26,46
Strategy,0.26,89
Action,0.26,73
Action,0.26,53
Action,0.26,55
Shooter,0.26,90
Simulation,0.26,87
Role-Playing,0.26,76
Action,0.26,51
Role-Playing,0.26,84
Platform,0.26,81
Sports,0.26,56
Role-Playing,0.26,82
Action,0.26,55
Action,0.26,68
Action,0.26,49
Racing,0.26,50
Action,0.26,59
Sports,0.26,53
Action,0.26,55
Fighting,0.26,63
Role-Playing,0.26,80
Role-Playing,0.26,83
Simulation,0.26,76
Shooter,0.26,67
Action,0.26,64
Fighting,0.26,70
Action,0.26,63
Sports,0.26,61
Sports,0.26,68
Strategy,0.26,73
Racing,0.26,59
Racing,0.26,81
Sports,0.26,78
Misc,0.26,66
Role-Playing,0.26,59
Simulation,0.26,73
Sports,0.26,44
Misc,0.26,49
Sports,0.26,77
Adventure,0.26,70
Action,0.26,67
Role-Playing,0.26,67
Racing,0.26,66
Sports,0.26,55
Racing,0.26,77
Action,0.26,59
Adventure,0.26,88
Fighting,0.26,64
Role-Playing,0.26,70
Shooter,0.26,68
Simulation,0.26,64
Adventure,0.26,78
Action,0.26,75
Sports,0.26,53
Action,0.26,74
Shooter,0.26,54
Platform,0.26,80
Action,0.26,78
Action,0.26,71
Shooter,0.26,47
Action,0.26,80
Platform,0.26,58
Racing,0.26,49
Sports,0.26,79
Racing,0.26,77
Sports,0.26,58
Adventure,0.26,46
Platform,0.26,87
Racing,0.26,73
Adventure,0.26,63
Role-Playing,0.26,77
Sports,0.26,68
Sports,0.26,89
Puzzle,0.26,73
Fighting,0.25,84
Simulation,0.25,77
Role-Playing,0.25,94
Misc,0.25,79
Action,0.25,56
Sports,0.25,71
Adventure,0.25,81
Racing,0.25,74
Sports,0.25,46
Racing,0.25,69
Misc,0.25,52
Racing,0.25,65
Role-Playing,0.25,52
Misc,0.25,56
Sports,0.25,64
Action,0.25,69
Simulation,0.25,62
Sports,0.25,80
Role-Playing,0.25,64
Sports,0.25,77
Action,0.25,86
Role-Playing,0.25,67
Racing,0.25,71
Racing,0.25,93
Action,0.25,76
Action,0.25,30
Sports,0.25,53
Sports,0.25,64
Misc,0.25,59
Action,0.25,57
Shooter,0.25,73
Puzzle,0.25,88
Shooter,0.25,71
Platform,0.25,71
Action,0.25,85
Misc,0.25,48
Racing,0.25,83
Action,0.25,42
Sports,0.25,79
Strategy,0.25,72
Misc,0.25,68
Fighting,0.25,53
Simulation,0.25,49
Shooter,0.25,74
Action,0.25,65
Misc,0.25,64
Racing,0.25,78
Racing,0.25,65
Misc,0.25,78
Role-Playing,0.25,36
Action,0.25,62
Racing,0.25,76
Action,0.25,38
Fighting,0.25,81
Simulation,0.25,75
Action,0.25,63
Shooter,0.25,69
Sports,0.25,87
Sports,0.25,57
Action,0.25,63
Action,0.25,70
Sports,0.25,56
Action,0.25,64
Adventure,0.25,57
Action,0.25,57
Adventure,0.25,83
Action,0.25,43
Shooter,0.25,70
Role-Playing,0.25,89
Adventure,0.25,51
Platform,0.25,55
Racing,0.25,67
Simulation,0.25,65
Racing,0.25,59
Action,0.25,50
Action,0.25,53
Role-Playing,0.25,83
Sports,0.25,74
Role-Playing,0.25,77
Shooter,0.25,80
Role-Playing,0.25,82
Action,0.25,63
Misc,0.25,56
Action,0.25,39
Action,0.25,58
Strategy,0.25,88
Action,0.25,62
Role-Playing,0.25,63
Sports,0.25,71
Racing,0.25,64
Racing,0.25,66
Platform,0.25,75
Role-Playing,0.24,43
Action,0.24,79
Role-Playing,0.24,79
Sports,0.24,51
Racing,0.24,80
Misc,0.24,73
Shooter,0.24,78
Action,0.24,57
Platform,0.24,68
Shooter,0.24,48
Sports,0.24,80
Action,0.24,76
Action,0.24,82
Misc,0.24,63
Platform,0.24,63
Action,0.24,76
Simulation,0.24,71
Shooter,0.24,84
Action,0.24,67
Simulation,0.24,83
Action,0.24,83
Platform,0.24,70
Shooter,0.24,42
Shooter,0.24,70
Racing,0.24,53
Role-Playing,0.24,56
Racing,0.24,67
Sports,0.24,64
Racing,0.24,88
Misc,0.24,78
Shooter,0.24,75
Shooter,0.24,88
Role-Playing,0.24,80
Action,0.24,81
Misc,0.24,42
Racing,0.24,67
Action,0.24,58
Strategy,0.24,80
Action,0.24,52
Fighting,0.24,51
Misc,0.24,60
Racing,0.24,68
Action,0.24,71
Role-Playing,0.24,70
Adventure,0.24,75
Sports,0.24,83
Sports,0.24,77
Sports,0.24,81
Action,0.24,60
Action,0.24,61
Sports,0.24,64
Shooter,0.24,77
Shooter,0.24,81
Role-Playing,0.24,53
Simulation,0.24,61
Action,0.24,50
Action,0.24,63
Role-Playing,0.24,77
Misc,0.24,73
Role-Playing,0.24,70
Racing,0.24,59
Racing,0.24,72
Puzzle,0.24,63
Action,0.24,68
Role-Playing,0.24,71
Misc,0.24,53
Action,0.24,62
Sports,0.24,87
Misc,0.24,46
Action,0.24,75
Action,0.24,49
Role-Playing,0.24,85
Action,0.24,50
Racing,0.24,57
Action,0.24,67
Misc,0.24,63
Action,0.24,59
Adventure,0.24,65
Sports,0.24,77
Sports,0.24,43
Action,0.24,42
Role-Playing,0.24,53
Action,0.24,69
Sports,0.24,51
Action,0.24,47
Misc,0.24,53
Action,0.24,80
Misc,0.24,62
Sports,0.24,46
Sports,0.24,70
Platform,0.24,56
Action,0.24,65
Role-Playing,0.24,61
Racing,0.24,56
Adventure,0.24,74
Role-Playing,0.24,62
Simulation,0.23,73
Role-Playing,0.23,72
Action,0.23,63
Role-Playing,0.23,62
Misc,0.23,76
Action,0.23,77
Adventure,0.23,66
Sports,0.23,59
Racing,0.23,85
Action,0.23,79
Action,0.23,68
Role-Playing,0.23,63
Action,0.23,68
Misc,0.23,56
Sports,0.23,85
Racing,0.23,73
Action,0.23,64
Misc,0.23,81
Role-Playing,0.23,77
Racing,0.23,35
Action,0.23,47
Misc,0.23,66
Shooter,0.23,72
Puzzle,0.23,88
Shooter,0.23,75
Action,0.23,89
Sports,0.23,70
Sports,0.23,90
Racing,0.23,75
Action,0.23,84
Sports,0.23,53
Fighting,0.23,61
Strategy,0.23,88
Platform,0.23,53
Sports,0.23,63
Sports,0.23,69
Role-Playing,0.23,52
Action,0.23,58
Sports,0.23,78
Shooter,0.23,73
Action,0.23,27
Adventure,0.23,48
Sports,0.23,71
Action,0.23,58
Action,0.23,81
Racing,0.23,57
Action,0.23,66
Sports,0.23,73
Action,0.23,59
Sports,0.23,70
Action,0.23,57
Misc,0.23,66
Shooter,0.23,79
Action,0.23,74
Racing,0.23,55
Racing,0.23,74
Misc,0.23,59
Shooter,0.23,82
Shooter,0.23,61
Role-Playing,0.23,82
Role-Playing,0.23,87
Fighting,0.23,71
Role-Playing,0.23,86
Fighting,0.23,71
Sports,0.23,75
Action,0.23,77
Shooter,0.23,58
Sports,0.23,73
Sports,0.23,90
Misc,0.23,73
Role-Playing,0.23,87
Action,0.23,82
Sports,0.23,79
Role-Playing,0.23,55
Role-Playing,0.23,79
Sports,0.23,61
Misc,0.23,83
Sports,0.23,79
Adventure,0.23,39
Misc,0.23,63
Role-Playing,0.23,50
Sports,0.23,41
Shooter,0.23,76
Action,0.23,62
Sports,0.23,62
Sports,0.23,55
Racing,0.23,59
Action,0.23,61
Action,0.23,64
Racing,0.23,64
Action,0.22,51
Action,0.22,74
Role-Playing,0.22,72
Shooter,0.22,60
Sports,0.22,58
Shooter,0.22,66
Sports,0.22,75
Sports,0.22,78
Role-Playing,0.22,84
Role-Playing,0.22,79
Role-Playing,0.22,69
Sports,0.22,88
Sports,0.22,77
Action,0.22,82
Racing,0.22,42
Action,0.22,58
Racing,0.22,66
Adventure,0.22,54
Fighting,0.22,61
Fighting,0.22,61
Shooter,0.22,50
Sports,0.22,61
Platform,0.22,77
Sports,0.22,72
Action,0.22,68
Role-Playing,0.22,73
Platform,0.22,69
Sports,0.22,76
Role-Playing,0.22,47
Strategy,0.22,80
Misc,0.22,66
Racing,0.22,70
Role-Playing,0.22,67
Strategy,0.22,61
Action,0.22,77
Puzzle,0.22,47
Simulation,0.22,72
Action,0.22,86
Puzzle,0.22,52
Action,0.22,80
Shooter,0.22,81
Action,0.22,46
Action,0.22,49
Shooter,0.22,56
Strategy,0.22,58
Misc,0.22,19
Action,0.22,58
Role-Playing,0.22,53
Racing,0.22,33
Shooter,0.22,58
Misc,0.22,69
Role-Playing,0.22,66
Sports,0.22,66
Simulation,0.22,59
Fighting,0.22,80
Misc,0.22,82
Action,0.22,49
Action,0.22,88
Action,0.22,49
Action,0.22,70
Misc,0.22,69
Sports,0.22,51
Sports,0.22,67
Sports,0.22,70
Role-Playing,0.22,78
Role-Playing,0.22,71
Action,0.22,80
Role-Playing,0.22,60
Action,0.22,61
Sports,0.22,61
Action,0.22,58
Sports,0.22,72
Misc,0.22,82
Action,0.22,60
Strategy,0.22,75
Racing,0.22,60
Action,0.22,72
Fighting,0.22,62
Action,0.22,80
Sports,0.22,92
Puzzle,0.22,57
Platform,0.22,63
Action,0.22,61
Misc,0.22,53
Action,0.22,70
Shooter,0.22,70
Adventure,0.22,69
Adventure,0.22,63
Action,0.22,51
Puzzle,0.22,68
Simulation,0.21,49
Sports,0.21,67
Strategy,0.21,47
Sports,0.21,80
Simulation,0.21,56
Action,0.21,43
Racing,0.21,52
Misc,0.21,60
Racing,0.21,63
Sports,0.21,57
Action,0.21,66
Simulation,0.21,68
Sports,0.21,82
Sports,0.21,69
Action,0.21,40
Action,0.21,46
Racing,0.21,64
Role-Playing,0.21,76
Shooter,0.21,61
Fighting,0.21,56
Strategy,0.21,47
Strategy,0.21,69
Shooter,0.21,68
Shooter,0.21,72
Shooter,0.21,76
Action,0.21,55
Sports,0.21,83
Adventure,0.21,25
Action,0.21,70
Misc,0.21,60
Shooter,0.21,65
Sports,0.21,67
Sports,0.21,84
Action,0.21,85
Sports,0.21,76
Shooter,0.21,84
Platform,0.21,63
Shooter,0.21,71
Adventure,0.21,92
Racing,0.21,73
Shooter,0.21,74
Role-Playing,0.21,68
Sports,0.21,70
Fighting,0.21,26
Sports,0.21,63
Shooter,0.21,75
Role-Playing,0.21,74
Platform,0.21,83
Action,0.21,74
Action,0.21,54
Role-Playing,0.21,76
Adventure,0.21,78
Action,0.21,83
Sports,0.21,65
Role-Playing,0.21,77
Action,0.21,72
Action,0.21,79
Platform,0.21,60
Adventure,0.21,83
Adventure,0.21,67
Strategy,0.21,78
Racing,0.21,63
Action,0.21,47
Role-Playing,0.21,69
Platform,0.21,80
Racing,0.21,61
Action,0.21,43
Fighting,0.21,74
Misc,0.21,37
Misc,0.21,67
Action,0.21,81
Shooter,0.21,64
Racing,0.21,85
Action,0.21,69
Action,0.21,38
Action,0.21,65
Sports,0.21,53
Platform,0.21,57
Action,0.21,88
Sports,0.21,79
Action,0.21,55
Sports,0.21,91
Action,0.21,71
Fighting,0.21,51
Fighting,0.21,74
Platform,0.21,74
Sports,0.21,64
Role-Playing,0.21,76
Action,0.21,78
Action,0.21,40
Misc,0.21,81
Fighting,0.21,28
Platform,0.21,77
Action,0.21,53
Sports,0.21,39
Sports,0.21,67
Sports,0.21,68
Action,0.21,68
Shooter,0.21,64
Sports,0.21,80
Sports,0.21,78
Sports,0.21,89
Misc,0.21,82
Fighting,0.21,82
Sports,0.21,32
Sports,0.21,79
Sports,0.21,68
Action,0.21,54
Role-Playing,0.21,69
Sports,0.21,74
Action,0.21,33
Shooter,0.21,61
Fighting,0.21,48
Platform,0.21,58
Action,0.21,55
Action,0.21,70
Shooter,0.21,61
Misc,0.2,75
Action,0.2,40
Fighting,0.2,57
Action,0.2,72
Action,0.2,73
Racing,0.2,78
Action,0.2,71
Simulation,0.2,33
Strategy,0.2,68
Sports,0.2,76
Shooter,0.2,52
Role-Playing,0.2,69
Role-Playing,0.2,89
Racing,0.2,69
Racing,0.2,87
Strategy,0.2,72
Shooter,0.2,74
Fighting,0.2,67
Simulation,0.2,51
Shooter,0.2,62
Sports,0.2,79
Fighting,0.2,63
Platform,0.2,70
Racing,0.2,70
Role-Playing,0.2,64
Racing,0.2,75
Role-Playing,0.2,53
Role-Playing,0.2,57
Simulation,0.2,82
Platform,0.2,72
Sports,0.2,90
Action,0.2,67
Sports,0.2,72
Racing,0.2,70
Racing,0.2,71
Role-Playing,0.2,52
Action,0.2,53
Shooter,0.2,51
Sports,0.2,79
Sports,0.2,81
Sports,0.2,36
Action,0.2,36
Simulation,0.2,63
Action,0.2,73
Racing,0.2,68
Role-Playing,0.2,87
Platform,0.2,70
Misc,0.2,57
Action,0.2,65
Action,0.2,62
Sports,0.2,82
Racing,0.2,43
Role-Playing,0.2,75
Sports,0.2,45
Action,0.2,72
Sports,0.2,68
Role-Playing,0.2,76
Racing,0.2,40
Role-Playing,0.2,86
Shooter,0.2,60
Fighting,0.2,64
Role-Playing,0.2,65
Simulation,0.2,68
Racing,0.2,37
Misc,0.2,60
Shooter,0.2,58
Sports,0.2,75
Action,0.2,71
Simulation,0.2,66
Action,0.2,75
Role-Playing,0.2,90
Racing,0.2,74
Action,0.2,67
Sports,0.2,77
Action,0.2,53
Simulation,0.2,75
Role-Playing,0.2,71
Strategy,0.2,78
Shooter,0.2,63
Sports,0.2,76
Platform,0.2,66
Misc,0.2,77
Puzzle,0.2,62
Action,0.2,49
Action,0.2,71
Shooter,0.2,50
Action,0.2,65
Racing,0.2,62
Misc,0.2,49
Action,0.2,58
Simulation,0.2,59
Racing,0.2,65
Sports,0.2,80
Action,0.2,65
Role-Playing,0.2,59
Misc,0.2,42
Adventure,0.2,78
Role-Playing,0.2,58
Strategy,0.2,85
Role-Playing,0.2,83
Action,0.2,83
Action,0.2,53
Action,0.2,47
Fighting,0.2,73
Action,0.2,55
Racing,0.2,51
Simulation,0.2,65
Role-Playing,0.2,76
Sports,0.2,57
Role-Playing,0.2,70
Action,0.2,57
Action,0.2,63
Racing,0.19,59
Action,0.19,58
Platform,0.19,67
Fighting,0.19,75
Shooter,0.19,58
Adventure,0.19,57
Sports,0.19,68
Action,0.19,51
Action,0.19,78
Shooter,0.19,76
Action,0.19,70
Role-Playing,0.19,81
Racing,0.19,72
Sports,0.19,65
Platform,0.19,67
Action,0.19,69
Action,0.19,64
Action,0.19,72
Shooter,0.19,68
Action,0.19,61
Action,0.19,74
Sports,0.19,57
Action,0.19,49
Role-Playing,0.19,53
Role-Playing,0.19,71
Misc,0.19,63
Role-Playing,0.19,78
Role-Playing,0.19,71
Action,0.19,60
Simulation,0.19,49
Adventure,0.19,50
Role-Playing,0.19,69
Shooter,0.19,52
Action,0.19,63
Shooter,0.19,62
Puzzle,0.19,46
Action,0.19,74
Role-Playing,0.19,66
Misc,0.19,51
Action,0.19,56
Fighting,0.19,23
Strategy,0.19,66
Platform,0.19,57
Shooter,0.19,64
Action,0.19,62
Sports,0.19,85
Action,0.19,60
Sports,0.19,79
Shooter,0.19,82
Action,0.19,65
Strategy,0.19,77
Shooter,0.19,43
Simulation,0.19,81
Misc,0.19,84
Misc,0.19,69
Misc,0.19,83
Action,0.19,63
Sports,0.19,79
Misc,0.19,64
Adventure,0.19,75
Role-Playing,0.19,72
Adventure,0.19,74
Action,0.19,69
Role-Playing,0.19,64
Role-Playing,0.19,85
Action,0.19,49
Sports,0.19,76
Sports,0.19,66
Action,0.19,82
Fighting,0.19,68
Fighting,0.19,61
Fighting,0.19,54
Action,0.19,73
Role-Playing,0.19,79
Shooter,0.19,62
Action,0.19,70
Fighting,0.19,82
Action,0.19,70
Platform,0.19,61
Action,0.19,71
Misc,0.19,52
Role-Playing,0.19,68
Shooter,0.19,65
Sports,0.19,76
Action,0.19,58
Shooter,0.19,72
Action,0.19,82
Shooter,0.19,77
Action,0.19,80
Misc,0.19,53
Platform,0.19,67
Simulation,0.19,62
Action,0.19,67
Action,0.19,64
Fighting,0.19,79
Role-Playing,0.19,80
Action,0.19,68
Misc,0.19,47
Role-Playing,0.19,60
Role-Playing,0.19,72
Action,0.19,55
Adventure,0.19,78
Simulation,0.19,60
Action,0.19,82
Adventure,0.19,67
Sports,0.19,61
Sports,0.19,57
Shooter,0.19,51
Action,0.19,74
Action,0.19,72
Action,0.19,67
Sports,0.19,49
Strategy,0.19,59
Shooter,0.19,79
Adventure,0.19,59
Racing,0.19,82
Racing,0.19,83
Simulation,0.19,51
Action,0.19,68
Action,0.19,55
Action,0.19,76
Shooter,0.19,68
Sports,0.19,74
Action,0.19,86
Sports,0.19,69
Misc,0.19,74
Action,0.19,44
Role-Playing,0.19,79
Role-Playing,0.19,63
Sports,0.19,55
Sports,0.19,81
Action,0.19,62
Role-Playing,0.19,69
Action,0.19,66
Racing,0.19,74
Action,0.19,65
Role-Playing,0.19,77
Role-Playing,0.19,65
Action,0.19,76
Role-Playing,0.19,80
Fighting,0.18,36
Action,0.18,64
Action,0.18,51
Simulation,0.18,51
Action,0.18,71
Shooter,0.18,69
Action,0.18,73
Action,0.18,72
Platform,0.18,68
Racing,0.18,55
Shooter,0.18,39
Adventure,0.18,72
Shooter,0.18,51
Racing,0.18,80
Misc,0.18,58
