sales_genre.genre,sales_genre.global_sales,sales_genre.critic_score
Sports,0.75,76
Shooter,0.06,76
Action,0.06,76
Misc,0.74,76
Role-Playing,1.85,76
Action,0.91,76
Simulation,0.4,76
Action,0.3,76
Sports,0.91,76
Sports,0.12,76
Misc,0.23,76
Shooter,5.64,76
Puzzle,0.03,76
Action,0.19,76
Misc,0.03,76
Shooter,2.89,76
Fighting,0.03,76
Simulation,0.73,76
Simulation,0.03,76
Action,0.57,76
Action,0.17,76
Racing,1.5,76
Simulation,0.73,76
Action,0.09,76
Action,0.09,76
Racing,0.3,76
Strategy,0.09,76
Platform,2.92,76
Shooter,0.93,76
Action,4.48,76
Strategy,0.72,76
Sports,0.02,76
Action,1.35,76
Misc,0.49,76
Action,0.49,76
Misc,0.39,76
Role-Playing,0.02,76
Sports,0.55,76
Sports,0.13,76
Simulation,0.13,76
Action,0.03,76
Simulation,0.31,76
Shooter,0.23,76
Shooter,0.02,76
Sports,3.84,76
Fighting,0.03,76
Role-Playing,6.41,76
Role-Playing,0.13,76
Misc,1.1,76
Sports,0.13,76
Strategy,0.5,76
Racing,0.08,76
Action,1.76,76
Role-Playing,0.08,76
Sports,0.22,76
Action,0.51,76
Action,0.13,76
Platform,1.58,76
Action,2.29,76
Shooter,0.14,76
Sports,0.51,76
Role-Playing,0.06,76
Action,0.06,76
Role-Playing,0.03,76
Fighting,1.01,76
Sports,0.14,76
Sports,0.51,76
Action,0.06,76
Action,3.39,76
Action,1.09,76
Shooter,0.19,76
Action,0.51,76
Racing,0.08,76
Shooter,0.69,76
Simulation,1.51,76
Action,0.96,76
Shooter,0.96,76
Misc,0.32,76
Misc,1.42,76
Action,0.37,76
Sports,0.37,76
Shooter,0.32,76
Role-Playing,0.21,76
Shooter,0.21,76
Sports,0.63,76
Sports,0.21,76
Role-Playing,0.2,76
Shooter,0.06,76
Sports,0.52,76
Action,0.16,76
Fighting,0.34,76
Strategy,0.02,76
Role-Playing,0.68,76
Racing,0.52,76
Role-Playing,0.21,76
Fighting,0.32,76
Sports,0.19,76
Shooter,0.53,76
Puzzle,0.02,76
Strategy,0.02,76
Action,1.07,76
Fighting,0.33,76
Sports,1.07,76
Shooter,0.63,76
Action,0.36,76
Puzzle,0.14,76
Action,3.38,76
Adventure,0.14,76
Platform,1.58,76
Role-Playing,0.21,76
Strategy,0.32,76
Role-Playing,0.14,76
Simulation,2.28,76
Sports,0.08,76
Sports,0.33,76
Sports,0.2,76
Misc,0.36,76
Racing,0.15,76
Shooter,0.33,76
Sports,0.19,76
Strategy,0.66,76
Sports,1.46,76
Misc,1.46,76
Misc,0.65,76
Role-Playing,0.2,76
Role-Playing,0.1,76
Sports,82.53,76
Sports,0.42,76
Action,0.43,76
Racing,0.55,76
Shooter,0.27,76
Shooter,0.1,76
Sports,1.61,76
Sports,0.04,76
Platform,0.18,76
Strategy,0.01,76
Action,1.23,76
Strategy,0.27,76
Puzzle,0.86,76
Fighting,1.21,76
Sports,0.43,76
Sports,0.1,76
Role-Playing,0.1,76
Simulation,0.86,76
Adventure,0.05,76
Action,0.86,76
Misc,0.04,76
Shooter,0.56,76
Sports,0.61,76
Sports,1.23,76
Simulation,0.42,76
Sports,0.04,76
Shooter,0.87,76
Action,1.24,76
Action,0.11,76
Shooter,0.42,76
Sports,0.42,76
Fighting,2.0,76
Simulation,0.04,76
Adventure,0.42,76
Sports,0.28,76
Role-Playing,0.26,76
Action,1.99,76
Shooter,0.05,76
Platform,0.28,76
Simulation,0.42,76
Simulation,0.26,76
Misc,0.81,76
Action,1.25,76
Action,0.11,76
Sports,0.41,76
Action,1.19,76
Puzzle,1.19,76
Sports,0.87,76
Shooter,0.28,76
Sports,0.11,76
Role-Playing,0.18,76
Racing,0.79,76
Misc,0.41,76
Action,0.18,76
Shooter,0.01,76
Role-Playing,0.29,76
Misc,0.79,76
Action,1.17,76
Simulation,1.27,76
Shooter,0.02,76
Action,1.28,76
Platform,0.29,76
Action,1.16,76
Racing,0.45,76
Racing,0.45,76
Shooter,0.11,76
Puzzle,0.11,76
Action,0.25,76
Action,0.29,76
Shooter,0.45,76
Shooter,0.05,76
Role-Playing,0.11,76
Fighting,0.05,76
Shooter,0.05,76
Sports,0.29,76
Puzzle,0.89,76
Simulation,0.29,76
Racing,0.25,76
Racing,0.02,76
Sports,0.09,76
Action,0.01,76
Role-Playing,0.35,76
Sports,0.89,76
Strategy,0.4,76
Racing,0.56,76
Puzzle,0.76,76
Sports,0.2,76
Strategy,0.4,76
Action,2.26,76
Role-Playing,0.05,76
Misc,1.15,76
Shooter,0.9,76
Sports,0.17,76
Adventure,0.05,76
Sports,0.05,76
Simulation,0.02,76
Sports,0.12,76
Misc,0.46,76
Sports,1.87,76
Action,0.24,76
Platform,0.46,76
Action,0.19,76
Action,0.24,76
Platform,0.75,76
Shooter,0.91,76
Action,0.3,76
Simulation,1.14,76
Sports,0.46,76
Sports,0.4,76
Sports,0.75,76
Shooter,0.06,76
Action,0.06,76
Misc,0.74,76
Role-Playing,1.85,76
Action,0.91,76
Simulation,0.4,76
Action,0.3,76
Sports,0.91,76
Sports,0.12,76
Misc,0.23,76
Shooter,5.64,76
Puzzle,0.03,76
Action,0.19,76
Misc,0.03,76
Shooter,2.89,76
Fighting,0.03,76
Simulation,0.73,76
Simulation,0.03,76
Action,0.57,76
Action,0.17,76
Racing,1.5,76
Simulation,0.73,76
Action,0.09,76
Action,0.09,76
Racing,0.3,76
Strategy,0.09,76
Platform,2.92,76
Shooter,0.93,76
Action,4.48,76
Strategy,0.72,76
Sports,0.02,76
Action,1.35,76
Misc,0.49,76
Action,0.49,76
Misc,0.39,76
Role-Playing,0.02,76
Sports,0.55,76
Sports,0.13,76
Simulation,0.13,76
Action,0.03,76
Simulation,0.31,76
Shooter,0.23,76
Shooter,0.02,76
Sports,3.84,76
Fighting,0.03,76
Role-Playing,6.41,76
Role-Playing,0.13,76
Misc,1.1,76
Sports,0.13,76
Strategy,0.5,76
Racing,0.08,76
Action,1.76,76
Role-Playing,0.08,76
Sports,0.22,76
Action,0.51,76
Action,0.13,76
Platform,1.58,76
Action,2.29,76
Shooter,0.14,76
Sports,0.51,76
Role-Playing,0.06,76
Action,0.06,76
Role-Playing,0.03,76
Fighting,1.01,76
Sports,0.14,76
Sports,0.51,76
Action,0.06,76
Action,3.39,76
Action,1.09,76
Shooter,0.19,76
Action,0.51,76
Racing,0.08,76
Shooter,0.69,76
Simulation,1.51,76
Action,0.96,76
Shooter,0.96,76
Misc,0.32,76
Misc,1.42,76
Action,0.37,76
Sports,0.37,76
Shooter,0.32,76
Role-Playing,0.21,76
Shooter,0.21,76
Sports,0.63,76
Sports,0.21,76
Role-Playing,0.2,76
Shooter,0.06,76
Sports,0.52,76
Action,0.16,76
Fighting,0.34,76
Strategy,0.02,76
Role-Playing,0.68,76
Racing,0.52,76
Role-Playing,0.21,76
Fighting,0.32,76
Sports,0.19,76
Shooter,0.53,76
Puzzle,0.02,76
Strategy,0.02,76
Action,1.07,76
Fighting,0.33,76
Sports,1.07,76
Shooter,0.63,76
Action,0.36,76
Puzzle,0.14,76
Action,3.38,76
Adventure,0.14,76
Platform,1.58,76
Role-Playing,0.21,76
Strategy,0.32,76
Role-Playing,0.14,76
Simulation,2.28,76
Sports,0.08,76
Sports,0.33,76
Sports,0.2,76
Misc,0.36,76
Racing,0.15,76
Shooter,0.33,76
Sports,0.19,76
Strategy,0.66,76
Sports,1.46,76
Misc,1.46,76
Misc,0.65,76
Role-Playing,0.2,76
Role-Playing,0.1,76
Sports,82.53,76
Sports,0.42,76
Action,0.43,76
Racing,0.55,76
Shooter,0.27,76
Shooter,0.1,76
Sports,1.61,76
Sports,0.04,76
Platform,0.18,76
Strategy,0.01,76
Action,1.23,76
Strategy,0.27,76
Puzzle,0.86,76
Fighting,1.21,76
Sports,0.43,76
Sports,0.1,76
Role-Playing,0.1,76
Simulation,0.86,76
Adventure,0.05,76
Action,0.86,76
Sports,0.11,75
Action,0.57,75
Simulation,0.99,75
Sports,0.45,75
Adventure,0.12,75
Adventure,0.06,75
Fighting,0.61,75
Action,0.15,75
Platform,0.25,75
Strategy,0.02,75
Shooter,1.21,75
Fighting,0.88,75
Action,0.3,75
Role-Playing,1.09,75
Shooter,0.08,75
Action,0.2,75
Strategy,0.95,75
Racing,0.08,75
Misc,0.05,75
Sports,0.54,75
Puzzle,0.05,75
Action,1.79,75
Misc,0.73,75
Role-Playing,0.09,75
Platform,0.15,75
Misc,0.33,75
Misc,0.04,75
Action,1.05,75
Sports,0.37,75
Action,0.45,75
Role-Playing,0.16,75
Platform,0.03,75
Fighting,0.44,75
Fighting,1.07,75
Sports,0.33,75
Racing,0.18,75
Puzzle,0.09,75
Action,0.03,75
Fighting,0.19,75
Shooter,3.37,75
Sports,0.15,75
Sports,0.71,75
Action,0.15,75
Strategy,0.34,75
Action,1.48,75
Platform,1.76,75
Misc,0.62,75
Action,0.07,75
Role-Playing,0.83,75
Action,1.09,75
Misc,0.14,75
Puzzle,0.15,75
Role-Playing,0.32,75
Action,0.05,75
Simulation,0.51,75
Action,0.26,75
Simulation,0.25,75
Platform,0.07,75
Sports,0.03,75
Action,0.16,75
Role-Playing,0.33,75
Shooter,1.29,75
Sports,0.18,75
Shooter,0.15,75
Platform,0.11,75
Sports,0.98,75
Shooter,0.56,75
Sports,0.26,75
Puzzle,0.34,75
Sports,0.32,75
Role-Playing,0.1,75
Shooter,1.05,75
Action,0.11,75
Shooter,0.11,75
Sports,0.05,75
Role-Playing,0.32,75
Strategy,0.22,75
Action,1.27,75
Sports,0.34,75
Role-Playing,0.11,75
Sports,0.22,75
Role-Playing,0.14,75
Action,1.52,75
Role-Playing,0.1,75
Role-Playing,0.2,75
Simulation,0.38,75
Shooter,0.23,75
Strategy,0.34,75
Action,1.29,75
Shooter,0.42,75
Puzzle,0.01,75
Adventure,0.05,75
Adventure,0.13,75
Misc,0.91,75
Simulation,0.2,75
Action,1.26,75
Shooter,0.04,75
Simulation,0.8,75
Puzzle,0.11,75
Platform,0.85,75
Puzzle,0.33,75
Action,0.01,75
Action,1.08,75
Action,0.1,75
Sports,0.08,75
Shooter,0.57,75
Racing,0.69,75
Action,0.8,75
Role-Playing,2.3,75
Racing,0.13,75
Action,0.32,75
Strategy,0.05,75
Strategy,0.11,75
Action,0.05,75
Strategy,0.02,75
Action,0.14,75
Action,0.69,75
Racing,0.2,75
Puzzle,0.28,75
Misc,0.33,75
Sports,0.2,75
Simulation,0.81,75
Platform,1.03,75
Shooter,0.61,75
Fighting,0.18,75
Action,1.19,75
Shooter,0.24,75
Action,0.04,75
Shooter,0.89,75
Sports,0.39,75
Racing,0.64,75
Role-Playing,0.34,75
Action,0.02,75
Misc,0.41,75
Platform,1.36,75
Sports,0.23,75
Action,0.55,75
Racing,0.18,75
Role-Playing,0.47,75
Fighting,0.11,75
Sports,0.52,75
Action,0.07,75
Simulation,0.41,75
Racing,0.82,75
Misc,0.2,75
Fighting,0.01,75
Simulation,0.04,75
Platform,0.54,75
Misc,0.41,75
Racing,0.35,75
Role-Playing,0.42,75
Fighting,0.41,75
Sports,0.75,75
Shooter,0.29,75
Adventure,0.24,75
Misc,0.28,75
Racing,0.12,75
Strategy,0.02,75
Misc,0.42,75
Fighting,0.34,75
Role-Playing,0.79,75
Action,0.39,75
Sports,0.32,75
Role-Playing,1.76,75
Sports,0.08,75
Shooter,0.21,75
Action,0.97,75
Sports,0.07,75
Sports,0.03,75
Adventure,0.02,75
Fighting,0.13,75
Sports,0.1,75
Shooter,0.37,75
Role-Playing,0.1,75
Action,0.32,75
Puzzle,0.15,75
Misc,2.05,75
Fighting,0.47,75
Simulation,0.12,75
Strategy,0.02,75
Racing,0.09,75
Action,0.17,75
Action,0.97,75
Shooter,0.09,75
Misc,0.1,75
Action,0.27,75
Action,0.03,75
Adventure,0.08,75
Racing,0.23,75
Action,0.16,75
Role-Playing,1.98,75
Fighting,0.04,75
Action,0.27,75
Adventure,0.07,75
Action,3.04,75
Misc,0.32,75
Racing,1.23,75
Simulation,0.27,75
Platform,0.07,75
Fighting,0.53,75
Strategy,0.01,75
Racing,0.16,75
Misc,0.18,75
Shooter,0.05,75
Racing,0.63,75
Sports,0.17,75
Action,0.83,75
Puzzle,0.29,75
Shooter,0.27,75
Platform,0.07,75
Misc,0.11,75
Action,1.58,75
Simulation,3.07,75
Action,0.04,75
Sports,0.03,75
Action,0.53,75
Strategy,0.08,75
Role-Playing,0.12,75
Racing,0.08,75
Platform,0.33,75
Sports,1.11,75
Strategy,0.04,75
Action,0.24,75
Sports,0.72,75
Shooter,2.81,75
Racing,0.49,75
Fighting,1.06,75
Role-Playing,1.27,75
Action,1.49,75
Shooter,0.45,75
Fighting,0.81,75
Misc,0.13,75
Racing,0.72,75
Misc,2.52,75
Adventure,0.03,75
Shooter,0.14,75
Simulation,0.09,75
Adventure,0.19,75
Action,0.12,75
Shooter,0.45,75
Puzzle,0.56,75
Misc,0.5,75
Platform,0.07,75
Strategy,0.54,75
Puzzle,0.07,75
Sports,0.11,75
Action,0.57,75
Simulation,0.99,75
Sports,0.45,75
Adventure,0.12,75
Adventure,0.06,75
Fighting,0.61,75
Action,0.15,75
Platform,0.25,75
Strategy,0.02,75
Shooter,1.21,75
Fighting,0.88,75
Action,0.3,75
Role-Playing,1.09,75
Shooter,0.08,75
Action,0.2,75
Strategy,0.95,75
Racing,0.08,75
Misc,0.05,75
Sports,0.54,75
Puzzle,0.05,75
Action,1.79,75
Misc,0.73,75
Role-Playing,0.09,75
Platform,0.15,75
Misc,0.33,75
Misc,0.04,75
Action,1.05,75
Sports,0.37,75
Action,0.45,75
Role-Playing,0.16,75
Platform,0.03,75
Fighting,0.44,75
Fighting,1.07,75
Sports,0.33,75
Racing,0.18,75
Puzzle,0.09,75
Action,0.03,75
Fighting,0.19,75
Shooter,3.37,75
Sports,0.15,75
Sports,0.71,75
Action,0.15,75
Strategy,0.34,75
Action,1.48,75
Platform,1.76,75
Misc,0.62,75
Action,0.07,75
Role-Playing,0.83,75
Action,1.09,75
Misc,0.14,75
Puzzle,0.15,75
Role-Playing,0.32,75
Action,0.05,75
Simulation,0.51,75
Action,0.26,75
Simulation,0.25,75
Platform,0.07,75
Sports,0.03,75
Action,0.16,75
Role-Playing,0.33,75
Shooter,1.29,75
Sports,0.18,75
Shooter,0.15,75
Platform,0.11,75
Sports,0.98,75
Shooter,0.56,75
Sports,0.26,75
Puzzle,0.34,75
Sports,0.32,75
Role-Playing,0.1,75
Shooter,1.05,75
Action,0.11,75
Shooter,0.11,75
Sports,0.05,75
Role-Playing,0.32,75
Strategy,0.22,75
Action,1.27,75
Sports,0.34,75
Role-Playing,0.11,75
Sports,0.22,75
Role-Playing,0.14,75
Action,1.52,75
Role-Playing,0.1,75
Role-Playing,0.2,75
Simulation,0.38,75
Shooter,0.23,75
Strategy,0.34,75
Action,1.29,75
Shooter,0.42,75
Puzzle,0.01,75
Adventure,0.05,75
Adventure,0.13,75
Misc,0.91,75
Simulation,0.2,75
Action,1.26,75
Shooter,0.04,75
Simulation,0.8,75
Puzzle,0.11,75
Platform,0.85,75
Puzzle,0.33,75
Action,0.01,75
Action,1.08,75
Action,0.1,75
Sports,0.08,75
Shooter,0.57,75
Racing,0.69,75
Action,0.8,75
Role-Playing,2.3,75
Racing,0.13,75
Action,0.32,75
Strategy,0.05,75
Strategy,0.11,75
Action,0.05,75
Strategy,0.02,75
Action,0.14,75
Action,0.69,75
Racing,0.2,75
Puzzle,0.28,75
Misc,0.33,75
Sports,0.2,75
Simulation,0.81,75
Platform,1.03,75
Shooter,0.61,75
Fighting,0.18,75
Action,1.19,75
Shooter,0.24,75
Action,0.04,75
Shooter,0.89,75
Sports,0.39,75
Racing,0.64,75
Role-Playing,0.34,75
Action,0.02,75
Misc,0.41,75
Platform,1.36,75
Sports,0.23,75
Action,0.55,75
Racing,0.18,75
Role-Playing,0.47,75
Fighting,0.11,75
Sports,0.52,75
Action,0.07,75
Simulation,0.41,75
Racing,0.82,75
Misc,0.2,75
Fighting,0.01,75
Simulation,0.04,75
Platform,0.54,75
Misc,0.41,75
Racing,0.35,75
Role-Playing,0.42,75
Fighting,0.41,75
Sports,0.75,75
Shooter,0.29,75
Adventure,0.24,75
Misc,0.28,75
Racing,0.12,75
Strategy,0.02,75
Misc,0.42,75
Fighting,0.34,75
Role-Playing,0.79,75
Action,0.39,75
Sports,0.32,75
Role-Playing,1.76,75
Sports,0.08,75
Shooter,0.21,75
Action,0.97,75
Sports,0.07,75
Sports,0.03,75
Adventure,0.02,75
Fighting,0.13,75
Sports,0.1,75
Shooter,0.37,75
Role-Playing,0.1,75
Action,0.32,75
Puzzle,0.15,75
Misc,2.05,75
Fighting,0.47,75
Simulation,0.12,75
Strategy,0.02,75
Racing,0.09,75
Action,0.17,75
Action,0.97,75
Shooter,0.09,75
Misc,0.1,75
Action,0.27,75
Action,0.03,75
Adventure,0.08,75
Racing,0.23,75
Action,0.16,75
Role-Playing,1.98,75
Fighting,0.04,75
Action,0.27,75
Adventure,0.07,75
Action,3.04,75
Misc,0.32,75
Racing,1.23,75
Simulation,0.27,75
Platform,0.07,75
Fighting,0.53,75
Strategy,0.01,75
Racing,0.16,75
Misc,0.18,75
Shooter,0.05,75
Racing,0.63,75
Sports,0.17,75
Action,0.83,75
Puzzle,0.29,75
Shooter,0.27,75
Platform,0.07,75
Misc,0.11,75
Action,1.58,75
Simulation,3.07,75
Action,0.04,75
Sports,0.03,75
Action,0.53,75
Strategy,0.08,75
Role-Playing,0.12,75
Racing,0.08,75
Platform,0.33,75
Sports,1.11,75
Strategy,0.04,75
Action,0.24,75
Sports,0.72,75
Shooter,2.81,75
Racing,0.49,75
Fighting,1.06,75
Role-Playing,1.27,75
Action,1.49,75
Shooter,0.45,75
Fighting,0.81,75
Misc,0.13,75
Racing,0.72,75
Misc,2.52,75
Adventure,0.03,75
Shooter,0.14,75
Simulation,0.09,75
Adventure,0.19,75
Action,0.12,75
Shooter,0.45,75
Puzzle,0.56,75
Misc,0.5,75
Platform,0.07,75
Strategy,0.54,75
Puzzle,0.07,75
Sports,0.74,74
Action,0.16,74
Fighting,0.64,74
Action,0.14,74
Sports,0.09,74
Puzzle,0.16,74
Role-Playing,0.07,74
Action,1.44,74
Misc,10.12,74
Strategy,0.02,74
Action,3.06,74
Misc,0.05,74
Shooter,0.55,74
Sports,0.21,74
Platform,2.23,74
Puzzle,0.07,74
Role-Playing,0.15,74
Role-Playing,0.42,74
Puzzle,0.33,74
Action,0.01,74
Fighting,1.01,74
Racing,0.08,74
Action,0.09,74
Action,0.15,74
Fighting,0.15,74
Action,0.08,74
Racing,0.13,74
Sports,0.33,74
Sports,0.66,74
Sports,0.59,74
Shooter,0.12,74
Misc,6.76,74
Role-Playing,0.29,74
Shooter,1.53,74
Action,0.15,74
Action,0.15,74
Strategy,0.04,74
Action,0.26,74
Fighting,0.15,74
Racing,0.29,74
Action,1.29,74
Platform,0.33,74
Puzzle,0.05,74
Misc,9.44,74
Simulation,1.62,74
Puzzle,0.16,74
Sports,0.9,74
Action,1.88,74
Action,0.79,74
Action,0.12,74
Racing,0.9,74
Sports,0.25,74
Shooter,0.25,74
Shooter,3.1,74
Puzzle,0.4,74
Sports,0.05,74
Role-Playing,0.16,74
Shooter,0.2,74
Puzzle,0.11,74
Fighting,1.04,74
Shooter,0.15,74
Role-Playing,0.33,74
Action,0.22,74
Simulation,0.12,74
Action,0.19,74
Misc,0.08,74
Role-Playing,0.64,74
Action,0.38,74
Misc,0.29,74
Role-Playing,0.04,74
Action,0.44,74
Action,0.19,74
Action,0.29,74
Strategy,0.04,74
Sports,1.1,74
Puzzle,0.06,74
Simulation,0.46,74
Action,0.02,74
Shooter,0.54,74
Shooter,0.12,74
Fighting,0.09,74
Sports,0.09,74
Action,0.12,74
Platform,0.03,74
Sports,1.14,74
Action,0.46,74
Sports,0.04,74
Shooter,0.11,74
Role-Playing,1.86,74
Racing,0.19,74
Racing,1.32,74
Action,0.08,74
Shooter,0.01,74
Action,0.03,74
Action,2.09,74
Fighting,0.86,74
Strategy,0.3,74
Adventure,0.15,74
Action,0.57,74
Role-Playing,0.07,74
Shooter,0.4,74
Action,0.82,74
Simulation,1.7,74
Misc,6.62,74
Strategy,0.07,74
Platform,0.03,74
Puzzle,0.04,74
Platform,0.33,74
Action,0.3,74
Action,0.11,74
Shooter,0.02,74
Racing,0.47,74
Action,0.74,74
Misc,0.19,74
Simulation,0.05,74
Shooter,0.64,74
Shooter,0.05,74
Action,0.62,74
Role-Playing,0.88,74
Fighting,0.06,74
Role-Playing,0.42,74
Shooter,0.16,74
Sports,0.79,74
Adventure,0.19,74
Strategy,0.03,74
Shooter,0.58,74
Action,0.31,74
Action,0.56,74
Action,0.1,74
Racing,0.01,74
Sports,0.42,74
Action,0.02,74
Shooter,0.15,74
Fighting,0.73,74
Shooter,1.11,74
Action,1.55,74
Shooter,0.85,74
Sports,0.19,74
Racing,0.12,74
Shooter,0.72,74
Action,0.03,74
Action,0.95,74
Role-Playing,0.03,74
Adventure,0.24,74
Role-Playing,0.08,74
Shooter,0.45,74
Role-Playing,0.17,74
Role-Playing,0.15,74
Fighting,0.51,74
Racing,0.14,74
Shooter,0.02,74
Sports,0.32,74
Sports,1.59,74
Fighting,0.44,74
Simulation,0.03,74
Action,0.17,74
Action,0.43,74
Fighting,0.78,74
Action,0.72,74
Misc,0.43,74
Fighting,1.09,74
Puzzle,0.43,74
Sports,0.13,74
Action,0.23,74
Role-Playing,0.51,74
Fighting,0.16,74
Shooter,0.41,74
Action,1.55,74
Puzzle,0.05,74
Racing,0.03,74
Role-Playing,0.72,74
Racing,0.23,74
Action,0.51,74
Racing,1.34,74
Shooter,1.17,74
Shooter,2.61,74
Platform,0.54,74
Action,0.19,74
Action,0.1,74
Platform,0.06,74
Strategy,0.03,74
Misc,0.81,74
Simulation,0.04,74
Misc,0.58,74
Misc,0.16,74
Fighting,0.52,74
Misc,0.31,74
Action,0.91,74
Fighting,1.33,74
Racing,0.2,74
Fighting,0.34,74
Sports,0.08,74
Shooter,1.34,74
Simulation,2.16,74
Shooter,0.21,74
Shooter,0.32,74
Misc,2.24,74
Racing,0.25,74
Role-Playing,0.21,74
Simulation,0.32,74
Role-Playing,0.73,74
Sports,0.37,74
Misc,0.02,74
Action,0.21,74
Role-Playing,0.43,74
Misc,0.68,74
Adventure,0.06,74
Racing,0.57,74
Action,0.37,74
Simulation,0.67,74
Misc,0.27,74
Fighting,0.21,74
Sports,0.03,74
Shooter,0.72,74
Simulation,0.14,74
Racing,3.65,74
Shooter,0.18,74
Strategy,1.25,74
Sports,0.13,74
Fighting,0.21,74
Fighting,0.06,74
Platform,0.21,74
Action,0.14,74
Shooter,0.44,74
Shooter,0.43,74
Role-Playing,0.65,74
Sports,0.74,74
Action,0.16,74
Fighting,0.64,74
Action,0.14,74
Sports,0.09,74
Puzzle,0.16,74
Role-Playing,0.07,74
Action,1.44,74
Misc,10.12,74
Strategy,0.02,74
Action,3.06,74
Misc,0.05,74
Shooter,0.55,74
Sports,0.21,74
Platform,2.23,74
Puzzle,0.07,74
Role-Playing,0.15,74
Role-Playing,0.42,74
Puzzle,0.33,74
Action,0.01,74
Fighting,1.01,74
Racing,0.08,74
Action,0.09,74
Action,0.15,74
Fighting,0.15,74
Action,0.08,74
Racing,0.13,74
Sports,0.33,74
Sports,0.66,74
Sports,0.59,74
Shooter,0.12,74
Misc,6.76,74
Role-Playing,0.29,74
Shooter,1.53,74
Action,0.15,74
Action,0.15,74
Strategy,0.04,74
Action,0.26,74
Fighting,0.15,74
Racing,0.29,74
Action,1.29,74
Platform,0.33,74
Puzzle,0.05,74
Misc,9.44,74
Simulation,1.62,74
Puzzle,0.16,74
Sports,0.9,74
Action,1.88,74
Action,0.79,74
Action,0.12,74
Racing,0.9,74
Sports,0.25,74
Shooter,0.25,74
Shooter,3.1,74
Puzzle,0.4,74
Sports,0.05,74
Role-Playing,0.16,74
Shooter,0.2,74
Puzzle,0.11,74
Fighting,1.04,74
Shooter,0.15,74
Role-Playing,0.33,74
Action,0.22,74
Simulation,0.12,74
Action,0.19,74
Misc,0.08,74
Role-Playing,0.64,74
Action,0.38,74
Misc,0.29,74
Role-Playing,0.04,74
Action,0.44,74
Action,0.19,74
Action,0.29,74
Strategy,0.04,74
Sports,1.1,74
Puzzle,0.06,74
Simulation,0.46,74
Action,0.02,74
Shooter,0.54,74
Shooter,0.12,74
Fighting,0.09,74
Sports,0.09,74
Action,0.12,74
Platform,0.03,74
Sports,1.14,74
Action,0.46,74
Sports,0.04,74
Shooter,0.11,74
Role-Playing,1.86,74
Racing,0.19,74
Racing,1.32,74
Action,0.08,74
Shooter,0.01,74
Action,0.03,74
Action,2.09,74
Fighting,0.86,74
Strategy,0.3,74
Adventure,0.15,74
Action,0.57,74
Role-Playing,0.07,74
Shooter,0.4,74
Action,0.82,74
Simulation,1.7,74
Misc,6.62,74
Strategy,0.07,74
Platform,0.03,74
Puzzle,0.04,74
Platform,0.33,74
Action,0.3,74
Action,0.11,74
Shooter,0.02,74
Racing,0.47,74
Action,0.74,74
Misc,0.19,74
Simulation,0.05,74
Shooter,0.64,74
Shooter,0.05,74
Action,0.62,74
Role-Playing,0.88,74
Fighting,0.06,74
Role-Playing,0.42,74
Shooter,0.16,74
Sports,0.79,74
Adventure,0.19,74
Strategy,0.03,74
Shooter,0.58,74
Action,0.31,74
Action,0.56,74
Action,0.1,74
Racing,0.01,74
Sports,0.42,74
Action,0.02,74
Shooter,0.15,74
Fighting,0.73,74
Shooter,1.11,74
Action,1.55,74
Shooter,0.85,74
Sports,0.19,74
Racing,0.12,74
Shooter,0.72,74
Action,0.03,74
Action,0.95,74
Role-Playing,0.03,74
Adventure,0.24,74
Role-Playing,0.08,74
Shooter,0.45,74
Role-Playing,0.17,74
Role-Playing,0.15,74
Fighting,0.51,74
Racing,0.14,74
Shooter,0.02,74
Sports,0.32,74
Sports,1.59,74
Fighting,0.44,74
Simulation,0.03,74
Action,0.17,74
Action,0.43,74
Fighting,0.78,74
Action,0.72,74
Misc,0.43,74
Fighting,1.09,74
Puzzle,0.43,74
Sports,0.13,74
Action,0.23,74
Role-Playing,0.51,74
Fighting,0.16,74
Shooter,0.41,74
Action,1.55,74
Puzzle,0.05,74
Racing,0.03,74
Role-Playing,0.72,74
Racing,0.23,74
Action,0.51,74
Racing,1.34,74
Shooter,1.17,74
Shooter,2.61,74
Platform,0.54,74
Action,0.19,74
Action,0.1,74
Platform,0.06,74
Strategy,0.03,74
Misc,0.81,74
Simulation,0.04,74
Misc,0.58,74
Misc,0.16,74
Fighting,0.52,74
Misc,0.31,74
Action,0.91,74
Fighting,1.33,74
Racing,0.2,74
Fighting,0.34,74
Sports,0.08,74
Shooter,1.34,74
Simulation,2.16,74
Shooter,0.21,74
Shooter,0.32,74
Misc,2.24,74
Racing,0.25,74
Role-Playing,0.21,74
Simulation,0.32,74
Role-Playing,0.73,74
Sports,0.37,74
Misc,0.02,74
Action,0.21,74
Role-Playing,0.43,74
Misc,0.68,74
Adventure,0.06,74
Racing,0.57,74
Action,0.37,74
Simulation,0.67,74
Misc,0.27,74
Fighting,0.21,74
Sports,0.03,74
Shooter,0.72,74
Simulation,0.14,74
Racing,3.65,74
Shooter,0.18,74
Strategy,1.25,74
Sports,0.13,74
Fighting,0.21,74
Fighting,0.06,74
Platform,0.21,74
Action,0.14,74
Shooter,0.44,74
Shooter,0.43,74
Role-Playing,0.65,74
Shooter,2.21,73
Platform,0.12,73
Simulation,0.23,73
Misc,0.06,73
Simulation,1.2,73
Shooter,0.11,73
Strategy,0.05,73
Shooter,1.67,73
Action,0.92,73
